Source,Summary sentence,Factoids
,"UDSF enables centralized or distributed state storage strategies depending on network topology, aiding deployment in edge or cloud regions.","""UDSF enables centralized state storage strategies"",
""UDSF enables distributed state storage strategies"",
""Centralized state storage strategies depend on network topology"",
""Distributed state storage strategies depend on network topology"",
""Centralized state storage strategies aid deployment in edge regions"",
""Centralized state storage strategies aid deployment in cloud regions"",
""Distributed state storage strategies aid deployment in edge regions"",
""Distributed state storage strategies aid deployment in cloud regions"""
,"Stateless NF instances may exhibit lower average CPU usage than stateful ones, due to wait periods during external state retrieval.","""Stateless NF instances exhibit lower average CPU usage than stateful NF instances"",
""Lower average CPU usage is due to wait periods during external state retrieval"",
""Wait periods during external state retrieval occur in stateless NF instances"""
,Queue buildup in AMF propagates to SMF and UPF as CPU spikes once state responses are processed.,"""Queue buildup in AMF propagates to SMF"",
""Queue buildup in AMF propagates to UPF"",
""SMF experiences CPU spikes once state responses are processed"",
""UPF experiences CPU spikes once state responses are processed"""
,Transactional stateless NFs increase latency and cost by performing synchronous state fetches and JSON deserialization.,"""Transactional stateless NFs increase latency"",
""Transactional stateless NFs increase cost"",
""Transactional stateless NFs perform synchronous state fetches"",
""Transactional stateless NFs perform JSON deserialization"""
,Non-blocking stateless strategies improve latency and throughput by asynchronous state access.,"""Non-blocking stateless strategies improve latency"",
""Non-blocking stateless strategies improve throughput"",
""Non-blocking stateless strategies use asynchronous state access"""
,"Working in cloud environments, stateless NF designs increase billing costs because longer request times increase runtime charges.","""Stateless NF designs increase billing costs"",
""Stateless NF designs operate in cloud environments"",
""Stateless NF designs cause longer request times"",
""Longer request times increase runtime charges"",
""Increased runtime charges lead to higher billing costs"""
,Stateless NFs allow container-based scaling but require optimized caching strategies to avoid latency and cost penalties.,"""Stateless NFs allow container-based scaling"",
""Stateless NFs require optimized caching strategies"",
""Optimized caching strategies avoid latency penalties"",
""Optimized caching strategies avoid cost penalties"""
,"Stateless NFs allow container-based scaling
Stateless NFs require optimized caching strategies
Optimized caching strategies avoid latency penalties
Optimized caching strategies avoid cost penalties","""Latency spikes occur in stateless control chains"",
""Latency spikes correlate with batched state-response arrivals"",
""Batched state-response arrivals lead to temporary CPU contention"",
""Temporary CPU contention occurs across NF tiers"""
,"Quasi-local model uses fetch-and-cache strategy, storing UE state locally after initial procedures.","""Quasi-local model uses fetch-and-cache strategy"",
""Fetch-and-cache strategy stores UE state locally"",
""UE state is stored after initial procedures"""
,"State metrics include volume, size, and frequency of operations; helps dimension datastore loads.","""State metrics include volume"",
""State metrics include size"",
""State metrics include frequency of operations"",
""State metrics help dimension datastore loads"""
,Quasi-local caching reduces network-wide datastore interactions during user-plane processing.,"""Quasi-local caching reduces network-wide datastore interactions"",
""Network-wide datastore interactions occur during user-plane processing"""
,The quasi-local model maintains a session-scoped cache that reduces repeated external lookups during procedures like registration and handover.,"""Quasi-local model maintains session-scoped cache"",
""Session-scoped cache reduces repeated external lookups"",
""Repeated external lookups occur during registration procedures"",
""Repeated external lookups occur during handover procedures"""
,Caching state at well-defined checkpoints ensures that NFs have immediate access to necessary context during bursty signaling events.,"""Caching state at well-defined checkpoints ensures immediate access to necessary context"",
""Immediate access to necessary context is provided to NFs during bursty signaling events"""
,The fetch‑and‑cache model minimizes control-plane latency variance by reducing dependency on synchronous state-store reads during critical flows.,"""Fetch-and-cache model minimizes control-plane latency variance"",
""Fetch-and-cache model reduces dependency on synchronous state-store reads"",
""Dependency on synchronous state-store reads occurs during critical flows"""
,"Tailored cache lifetimes and eviction policies allow NFs to meet reliability requirements across diverse traffic types, including eMBB and IoT.","""Tailored cache lifetimes allow NFs to meet reliability requirements"",
""Eviction policies allow NFs to meet reliability requirements"",
""Reliability requirements apply across diverse traffic types"",
""Diverse traffic types include eMBB"",
""Diverse traffic types include IoT"","
,"N1 is the control-plane interface for NAS signaling between UE and AMF, across both gNB and access network.","""N1 interface is control-plane interface"",
""N1 interface carries NAS signaling"",
""NAS signaling occurs between UE and AMF"",
""N1 interface operates across gNB"",
""N1 interface operates across access network"""
,N1 NAS messages are transparently forwarded by gNB without processing.,"""gNB transparently forwards N1 NAS messages"",
""gNB does not process N1 NAS messages"""
,"In 3GPP access, N1 uses RRC over Uu and NGAP over N2 between UE and AMF.","""N1 interface uses RRC"",
""RRC runs over Uu"",
""N1 interface uses NGAP"",
""NGAP runs over N2"",
""N1 interface operates between UE and AMF"""
,"In non-3GPP access, N1 includes an IPsec tunnel (NWu) to link UE to AMF securely.","""N1 interface includes IPsec tunnel (NWu)"",
""N1 interface uses IPsec tunnel (NWu) in non-3GPP access"",
""IPsec tunnel (NWu) links UE and AMF securely"",
""IPsec tunnel (NWu) is used in non-3GPP access"""
,"N1 mode denotes Standalone (SA) deployment with direct 5G Core connectivity to UE, whereas S1 mode uses NSA via 4G.","""N1 mode denotes Standalone (SA) deployment"",
""Standalone (SA) deployment connects UE to 5G Core"",
""S1 mode uses Non-Standalone (NSA) deployment"",
""NSA deployment operates via 4G"""
,"N1 interface carries NAS signaling transparently via gNB, using RRC and NGAP for core-plane UE–AMF communication.","""N1 interface carries NAS signaling"",
""NAS signaling is carried transparently via gNB"",
""N1 interface uses RRC for core-plane UE–AMF communication"",
""N1 interface uses NGAP for core-plane UE–AMF communication"""
,"Control-plane interfaces (N2, N11, N12, N14, N15) use HTTP/2 REST over SBA, while data-plane interfaces (N3, N6, N9) use UDP-based protocols.","""Control-plane interfaces use HTTP/2 REST"",
""N2 is a Control-plane interface"",
""N11 is a Control-plane interface"",
""N12 is a Control-plane interface"",
""N14 is a Control-plane interface"",
""N15 is a Control-plane interface"",
""HTTP/2 REST runs over Service-Based Architecture (SBA)"",
""Data-plane interfaces use UDP-based protocols"",
""N3 is a Data-plane interface"",
""N6 is a Data-plane interface"",
""N9 is a Data-plane interface"",
""N15 is a Control-plane interface"""
,N4 interface (SMF–UPF) employs PFCP to manage user-plane sessions and forwarding behavior.,"""N4 interface connects SMF and UPF"",
""N4 interface employs PFCP"",
""PFCP manages user-plane sessions"",
""PFCP manages forwarding behavior"""
,"Inter-NF service calls (e.g. N7, N8, N10) enable SMB workload routing and allow dynamic policy and data flow management.","""Inter-NF service calls enable SMB workload routing"",
""Inter-NF service calls allow dynamic policy management"",
""Inter-NF service calls allow dynamic data flow management"",
""N7 interface is an Inter-NF service call"",
""N8 interface is an Inter-NF service call"",
""N10 interface is an Inter-NF service call"""
,"Roaming-related interfaces such as N16, N27, N32 facilitate control-plane continuity across administrative domains.","""Roaming-related interfaces facilitate control-plane continuity across administrative domains"",
""N16 interface is a roaming-related interface"",
""N27 interface is a roaming-related interface"",
""N32 interface is a roaming-related interface"",
""Control-plane continuity occurs across administrative domains"""
,NSSF selects network slices via N22 after UE–AMF registration for slice-specific NF association.,"""NSSF selects network slices"",
""NSSF uses N22 interface"",
""Slice-specific NF association occurs after UE–AMF registration"""
,N9 supports cascading of UPFs for scaling and multi-hop data-plane routing.,"""N9 interface supports cascading of UPFs"",
""Cascading of UPFs enables scaling"",
""Cascading of UPFs enables multi-hop data-plane routing"""
,Security features across interfaces include TLS for HTTP/2 SBA and IPsec tunneling for non-3GPP and RAN access paths.,"""Security features across interfaces include TLS for HTTP/2 SBA"",
""Security features across interfaces include IPsec tunneling for non-3GPP access paths"",
""Security features across interfaces include IPsec tunneling for RAN access paths"""
,"N1 carries NAS signaling between the UE and AMF and is transparent through the gNB, forming the control link for UE registration and session setup.","""N1 carries NAS signaling"",
""NAS signaling flows between UE and AMF"",
""NAS signaling is transparent through gNB"",
""N1 forms control link for UE registration and session setup"""
